Date,Open,High,Low,Close,Volume
2021-08-20,11.2,11.2,11.05,11.15,74548015.0
2021-08-23,11.25,11.3,10.5,10.8,129880959.0
2021-08-24,10.85,11.25,10.7,11.0,128570784.0
2021-08-25,10.95,11.15,10.8,10.95,99499009.0
2021-08-26,10.95,11.25,10.9,10.95,91932265.0
2021-08-27,10.95,11.15,10.9,11.05,62585083.0
2021-08-30,11.15,11.15,10.8,10.9,115836903.0
2021-08-31,10.9,11.0,10.75,10.8,89884569.0
2021-09-01,10.8,11.4,10.75,11.1,151330531.0
2021-09-02,11.15,11.4,10.95,11.15,159594864.0
2021-09-03,11.2,11.25,11.05,11.1,111419956.0
2021-09-06,11.15,11.2,10.95,11.0,58976619.0
2021-09-07,11.05,11.05,10.8,10.9,59519176.0
2021-09-08,10.95,11.4,10.9,10.9,146456916.0
2021-09-09,10.9,11.1,10.8,10.95,89310141.0
2021-09-13,11.0,11.15,10.9,11.1,115738343.0
2021-09-14,11.1,12.85,11.05,12.45,777602458.0
2021-09-15,12.6,12.85,12.3,12.7,338102064.0
2021-09-16,12.95,15.05,12.9,14.7,910231884.0
2021-09-17,14.35,14.5,12.95,13.25,582883624.0
2021-09-20,13.0,13.75,12.7,12.8,180681962.0
2021-09-21,12.9,13.05,12.55,13.0,110549666.0
2021-09-22,13.1,13.4,13.05,13.15,90746640.0
2021-09-23,13.25,13.35,12.95,13.0,78550572.0
2021-09-24,13.0,13.3,12.8,12.85,71409608.0
2021-09-27,13.0,13.0,12.8,12.9,54816217.0
2021-09-28,13.0,13.2,12.55,12.75,115261485.0
2021-09-29,12.65,12.85,12.2,12.3,195039117.0
2021-09-30,12.35,12.75,12.3,12.55,67706218.0
2021-10-01,12.5,13.4,12.4,12.85,199414914.0
2021-10-04,12.85,12.85,12.85,12.85,10494019.0
2021-10-05,13.1,13.2,13.0,13.1,96849882.0
2021-10-06,13.15,13.5,13.0,13.05,124309047.0
2021-10-07,13.15,13.45,12.85,13.15,150895888.0
2021-10-08,13.3,13.5,13.15,13.2,82980014.0
2021-10-11,13.3,13.35,13.05,13.05,58760797.0
2021-10-12,13.1,13.35,13.0,13.2,107152589.0
2021-10-13,13.3,13.35,13.2,13.25,76105307.0
2021-10-14,13.25,13.45,13.2,13.2,82128218.0
2021-10-18,13.45,14.35,13.35,13.95,327306508.0
2021-10-19,14.1,14.25,13.5,13.6,146859092.0
2021-10-20,13.6,13.75,13.3,13.5,100540663.0
2021-10-21,13.6,14.45,13.5,14.3,248334945.0
2021-10-22,14.55,14.65,13.4,13.75,332024855.0
2021-10-25,14.0,14.1,13.2,13.35,156375061.0
2021-10-26,13.35,13.65,13.25,13.45,103292300.0
2021-10-27,13.5,13.6,13.0,13.05,148970323.0
2021-10-28,13.1,13.1,12.65,12.75,122032074.0
2021-10-29,12.95,13.05,12.55,12.8,105143336.0
2021-11-01,12.85,13.25,12.7,13.05,95919811.0
2021-11-02,13.05,13.25,13.0,13.05,60470098.0
2021-11-03,13.1,13.15,12.95,13.0,50990867.0
2021-11-04,13.05,13.25,13.0,13.15,25871499.0
2021-11-08,13.2,13.45,13.05,13.1,68845607.0
2021-11-09,13.15,13.25,13.05,13.1,40719001.0
2021-11-10,13.1,13.15,13.0,13.0,42806649.0
2021-11-11,13.25,13.6,13.2,13.25,122452763.0
2021-11-12,13.3,13.4,13.05,13.15,43718885.0
2021-11-15,13.2,13.25,13.0,13.05,48088769.0
2021-11-16,13.1,13.2,13.0,13.05,58369877.0
2021-11-17,13.0,13.15,12.95,13.0,33082573.0
2021-11-18,13.05,13.05,12.8,12.85,59537598.0
2021-11-22,12.85,12.9,12.5,12.55,84612273.0
2021-11-23,12.55,12.7,12.45,12.55,69774910.0
2021-11-24,12.6,12.95,12.45,12.6,61441021.0
2021-11-25,12.6,12.8,12.55,12.75,49158856.0
2021-11-26,12.65,12.7,12.4,12.45,74233939.0
2021-11-29,12.35,12.45,12.15,12.15,68776074.0
2021-11-30,12.15,12.95,12.1,12.4,187690847.0
2021-12-01,12.25,12.7,12.15,12.45,111430763.0
2021-12-02,12.6,12.7,12.5,12.6,42857712.0
2021-12-03,12.65,12.7,12.5,12.55,59708926.0
2021-12-06,12.6,12.9,12.5,12.6,82373982.0
2021-12-07,12.65,13.7,12.6,13.1,318018723.0
